shares,kw_max_avg,kw_avg_avg,LDA_03,weekday_is_friday,n_tokens_content,avg_negative_polarity,global_subjectivity,weekday_is_wednesday,rate_positive_words,data_channel_is_bus,weekday_is_saturday,kw_max_min,LDA_00,data_channel_is_world,min_negative_polarity,weekday_is_thursday,max_negative_polarity,weekday_is_monday,num_imgs,global_sentiment_polarity,weekday_is_sunday,num_hrefs,timedelta,average_token_length,abs_title_subjectivity,n_non_stop_unique_tokens,avg_positive_polarity,global_rate_positive_words,LDA_04,num_videos,num_keywords,min_positive_polarity,kw_min_min,kw_avg_min,kw_min_avg,abs_title_sentiment_polarity,global_rate_negative_words,LDA_01,title_subjectivity,n_unique_tokens,is_weekend,max_positive_polarity,rate_negative_words
1800,4750.0,2400.63197203,0.0222227399049,0.0,667.0,-0.207407407407,0.334615500241,0.0,0.636363636364,0.0,0.0,1300.0,0.0222229695329,1.0,-0.6,0.0,-0.05,1.0,2.0,0.0847414622415,0.0,10.0,248.0,5.10044977511,0.0454545454545,0.653753025051,0.391589363018,0.0314842578711,0.13533803795,0.0,9.0,0.0625,-1.0,313.75,0.0,0.136363636364,0.0179910044978,0.0222230117119,0.454545454545,0.503816793124,0.0,0.8,0.363636363636
609,3283.34991747,2619.51324834,0.0510366805941,0.0,436.0,-0.5875,0.489747474747,0.0,0.578947368421,0.0,0.0,294.0,0.0500047256914,0.0,-1.0,0.0,-0.1,1.0,1.0,-0.049797979798,0.0,7.0,570.0,4.89449541284,0.5,0.729629626927,0.291460055096,0.0252293577982,0.0500000322401,0.0,4.0,0.0333333333333,4.0,130.25,2151.10909091,0.0,0.0183486238532,0.52488021304,0.0,0.570765659929,0.0,0.5,0.421052631579
5900,4891.4953271,3152.89966964,0.0401516766332,0.0,483.0,-0.166785714286,0.375083874459,0.0,0.772727272727,0.0,0.0,603.0,0.838137674389,0.0,-0.25,0.0,-0.0714285714286,0.0,1.0,0.110373376623,0.0,4.0,499.0,4.28571428571,0.5,0.581395346584,0.357461166285,0.0351966873706,0.0400887621936,0.0,5.0,0.0333333333333,4.0,245.75,0.0,0.0,0.0103519668737,0.040042601266,0.0,0.424116423235,0.0,1.0,0.227272727273
3900,5408.25,3470.72830292,0.0200274397969,0.0,1071.0,-0.215277777778,0.436827765932,0.0,0.696428571429,0.0,0.0,398.0,0.0201281953755,1.0,-0.5,0.0,-0.125,1.0,2.0,0.127493484956,0.0,13.0,199.0,4.87955182073,0.5,0.629457363365,0.316343378843,0.0364145658263,0.613761670495,2.0,10.0,0.0625,-1.0,139.5,2208.43087971,0.0,0.015873015873,0.0200184007732,0.0,0.447817836387,0.0,0.9,0.303571428571
1800,2952.4137931,1981.05572794,0.0250698373541,0.0,478.0,-0.255833333333,0.409555229717,1.0,0.761904761905,0.0,0.0,483.0,0.0252071328877,0.0,-0.5,0.0,-0.125,0.0,1.0,0.157759042033,0.0,5.0,715.0,4.19037656904,0.125,0.722222219356,0.385606060606,0.0334728033473,0.899697838798,0.0,8.0,0.1,217.0,344.166666667,0.0,0.125,0.010460251046,0.0250020593753,0.375,0.514830507384,0.0,1.0,0.238095238095
4700,6405.10526316,2942.74501774,0.0252535464255,0.0,884.0,-0.204166666667,0.4466072687,0.0,0.8125,0.0,0.0,689.0,0.0250103237777,0.0,-0.5,0.0,-0.05,0.0,23.0,0.187420718816,0.0,23.0,317.0,4.80769230769,0.0666666666667,0.512987012154,0.356118881119,0.0294117647059,0.774007626359,0.0,8.0,0.1,-1.0,307.142857143,0.0,0.433333333333,0.00678733031674,0.0250030654463,0.566666666667,0.430932703151,0.0,0.7,0.1875
2200,8566.84339816,3643.6787234,0.668138688322,0.0,299.0,0.0,0.516978609626,0.0,1.0,0.0,0.0,330.0,0.0203610367867,1.0,0.0,1.0,0.0,0.0,20.0,0.232085561497,0.0,23.0,294.0,4.93311036789,0.05,0.802752289896,0.328787878788,0.0401337792642,0.0204819544553,0.0,10.0,0.1,-1.0,92.25,0.0,0.25,0.0,0.0200113347331,0.55,0.719424457844,0.0,0.8,0.0
3400,7265.36144578,5033.31245855,0.734486044238,0.0,342.0,-0.344444444444,0.495929339478,0.0,0.769230769231,0.0,0.0,688.0,0.179497567879,0.0,-0.6,1.0,-0.1,0.0,0.0,0.129569892473,0.0,6.0,658.0,4.47368421053,0.5,0.703349278931,0.339166666667,0.0584795321637,0.0286149787043,11.0,7.0,0.05,217.0,393.285714286,3229.06669889,0.0,0.0175438596491,0.0288176027353,0.0,0.585889568755,0.0,1.0,0.230769230769
2200,3295.1813318,2690.18749104,0.0333337398496,0.0,751.0,-0.22025462963,0.356273913995,0.0,0.781818181818,1.0,0.0,488.0,0.595362332209,0.0,-0.4,1.0,-0.125,0.0,1.0,0.173986328214,0.0,3.0,532.0,4.49400798935,0.05,0.637019229238,0.381606765328,0.0572569906791,0.304619895045,1.0,6.0,0.0333333333333,4.0,159.666666667,1946.68,0.5,0.0159786950732,0.0333352205693,0.55,0.456873314748,0.0,1.0,0.218181818182
1100,4833.48826979,2851.18714043,0.30150471482,0.0,218.0,-0.1875,0.391666666667,0.0,0.428571428571,1.0,0.0,1100.0,0.612392876843,0.0,-0.5,0.0,-0.05,0.0,1.0,0.065,0.0,7.0,296.0,5.1376146789,0.5,0.789062493835,0.466666666667,0.0137614678899,0.0288621251402,0.0,7.0,0.4,-1.0,268.941428571,729.8,0.0,0.0183486238532,0.0285746014791,0.0,0.603773582058,0.0,0.5,0.571428571429
679,4774.7,2993.25215361,0.0200008291371,0.0,404.0,-0.164409722222,0.434898989899,0.0,0.666666666667,0.0,0.0,3100.0,0.020051189307,0.0,-0.3,0.0,-0.05,1.0,1.0,0.129604377104,0.0,11.0,605.0,4.52722772277,0.1,0.70247933594,0.337997159091,0.039603960396,0.81780381905,0.0,10.0,0.0625,4.0,801.5,1550.0,0.0,0.019801980198,0.0200019774114,0.6,0.551378444733,0.0,0.7,0.333333333333
613,8455.23333333,2703.86459769,0.741091905459,0.0,486.0,-0.466666666667,0.511038961039,1.0,0.815789473684,0.0,0.0,546.0,0.0202278650248,0.0,-0.7,0.0,-0.166666666667,0.0,15.0,0.170801767677,0.0,19.0,428.0,4.76131687243,0.5,0.674496642032,0.355131964809,0.0637860082305,0.0200048249701,2.0,10.0,0.1,4.0,232.142857143,0.0,0.0,0.0144032921811,0.198673842317,0.0,0.521367520253,0.0,1.0,0.184210526316
1500,3280.95662634,2685.12895151,0.0222225361179,0.0,1040.0,-0.292361111111,0.485368114131,1.0,0.746835443038,1.0,0.0,569.0,0.140667859254,0.0,-0.6,0.0,-0.1,0.0,18.0,0.136106425075,0.0,8.0,442.0,4.25,0.4,0.571895423902,0.338805855162,0.0567307692308,0.680644475059,0.0,9.0,0.05,4.0,172.777777778,2058.8,0.6,0.0192307692308,0.0222232455008,0.9,0.418377321194,0.0,1.0,0.253164556962
1400,3827.28412256,2350.67653789,0.0236144550826,0.0,601.0,-0.34375,0.357666135035,0.0,0.818181818182,0.0,0.0,594.0,0.623457627952,0.0,-0.4,1.0,-0.1,0.0,1.0,0.114532828283,0.0,18.0,483.0,4.96339434276,0.433333333333,0.587179485674,0.25929503367,0.0599001663894,0.0222232607263,0.0,9.0,0.0333333333333,4.0,218.571428571,0.0,0.0333333333333,0.0133111480865,0.0235856439914,0.0666666666667,0.497363795259,0.0,1.0,0.181818181818
995,4807.03703704,2902.43546263,0.0286152359355,0.0,212.0,-0.178333333333,0.285416666667,0.0,0.583333333333,1.0,0.0,789.0,0.17142506082,0.0,-0.4,1.0,-0.1,0.0,1.0,0.0298611111111,0.0,3.0,182.0,4.50943396226,0.283333333333,0.759689916592,0.238571428571,0.0330188679245,0.0285808260173,0.0,7.0,0.1,-1.0,274.285714286,1442.75,0.075,0.0235849056604,0.476544723877,0.216666666667,0.61722487743,0.0,0.5,0.416666666667
8300,6872.44186504,4771.87929124,0.730719200677,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,936.0,0.0222255494913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.5,0.0,0.0,0.0,0.202557013966,2.0,9.0,0.0,-1.0,207.398888889,2886.5,0.0,0.0,0.0222720478544,1.0,0.0,0.0,0.0,0.0
2800,4366.87076077,2736.72815816,0.029122537209,0.0,606.0,-0.205429292929,0.399442857143,0.0,0.685714285714,0.0,0.0,65.0,0.0286345358325,0.0,-0.5,1.0,-0.05,0.0,3.0,0.133076984127,0.0,3.0,273.0,4.26072607261,0.2,0.750708213171,0.372787698413,0.039603960396,0.314131910795,0.0,7.0,0.16,-1.0,25.4,0.0,0.2,0.0181518151815,0.599535441422,0.3,0.558333332403,0.0,0.8,0.314285714286
5700,7090.93023256,3226.83848943,0.270806626689,0.0,143.0,-0.4,0.434179154179,0.0,0.75,0.0,0.0,456.0,0.025535014645,0.0,-0.4,1.0,-0.4,0.0,1.0,0.0760522810523,0.0,4.0,490.0,4.42657342657,0.5,0.811764696332,0.243186628187,0.0629370629371,0.108204597857,0.0,8.0,0.1,4.0,200.25,1483.5,0.5,0.020979020979,0.570453442852,1.0,0.685714280816,0.0,0.5,0.25
2400,9035.82352941,5041.18246356,0.718136472432,0.0,385.0,-0.486375661376,0.576303854875,0.0,0.52,0.0,0.0,552.0,0.0200039834608,0.0,-1.0,0.0,-0.1,1.0,11.0,-0.0667800453515,0.0,16.0,395.0,4.58961038961,0.4,0.78666666317,0.378205128205,0.0337662337662,0.0200008615941,0.0,10.0,0.0333333333333,-1.0,223.333333333,0.0,0.0,0.0311688311688,0.221857743933,0.1,0.610215052123,0.0,1.0,0.48
1000,9584.0,6352.31942832,0.885666279963,1.0,1739.0,-0.212280701754,0.401781226903,0.0,0.586956521739,0.0,0.0,808.0,0.0285715968688,0.0,-0.7,0.0,-0.1,0.0,33.0,0.0397376201035,0.0,2.0,391.0,4.6762507188,0.5,0.63421292026,0.297448292448,0.0155261644623,0.0285820425774,0.0,7.0,0.05,-1.0,296.142857143,2994.51271186,0.0,0.0109258194365,0.0285795846277,0.0,0.47348951882,0.0,1.0,0.413043478261
1100,3221.8362069,2461.48306168,0.0409796849011,0.0,170.0,-0.35,0.5625,0.0,0.75,1.0,0.0,488.0,0.553135663186,0.0,-0.5,0.0,-0.2,1.0,0.0,0.1625,0.0,3.0,675.0,4.38235294118,0.5,0.816091944643,0.416666666667,0.0352941176471,0.0400180469533,1.0,5.0,0.1,217.0,332.2,1162.66666667,0.0,0.0117647058824,0.325778636956,0.0,0.636904758114,0.0,0.5,0.25
2000,4166.66666667,2585.05989422,0.0200012240256,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1500.0,0.0200567683248,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,197.0,0.0,0.5,0.0,0.0,0.0,0.68912496335,1.0,10.0,0.0,-1.0,659.555555556,0.0,0.0,0.0,0.250789486535,0.0,0.0,0.0,0.0,0.0
3300,4348.40635372,3388.59883067,0.025602411918,0.0,522.0,-0.236111111111,0.512307224026,0.0,0.666666666667,0.0,1.0,1100.0,0.025289784165,0.0,-0.4,0.0,-0.0666666666667,0.0,9.0,0.176247970779,0.0,18.0,208.0,4.45785440613,0.5,0.645484947674,0.453607503608,0.0344827586207,0.899077268352,0.0,8.0,0.1,-1.0,217.0,2566.66666667,0.0,0.0172413793103,0.0250200453701,0.0,0.485829958531,1.0,1.0,0.333333333333
3600,4391.48847926,3236.02081548,0.0238478836266,0.0,1625.0,-0.27619047619,0.448825019127,0.0,0.81981981982,0.0,0.0,719.0,0.458068836518,0.0,-0.7,0.0,-0.05,1.0,6.0,0.177731776054,0.0,69.0,80.0,4.60676923077,0.5,0.589843749424,0.357207078636,0.056,0.0225618212273,0.0,9.0,0.0333333333333,-1.0,154.333333333,978.2,0.0,0.0123076923077,0.347989614589,0.0,0.425902863994,0.0,1.0,0.18018018018
2600,3414.57836499,2406.10628819,0.601262377684,0.0,1342.0,-0.1296875,0.55663106364,0.0,0.838383838384,0.0,0.0,872.0,0.0250012370358,0.0,-0.166666666667,0.0,-0.1,1.0,1.0,0.31149284273,0.0,93.0,619.0,4.63114754098,0.5,0.512468827291,0.441049131591,0.0618479880775,0.0250015657646,0.0,8.0,0.0625,4.0,402.428571429,0.0,0.0,0.0119225037258,0.0256139232884,0.0,0.385108086161,0.0,0.85,0.161616161616
1700,2841.59392265,1919.4509421,0.025002930661,0.0,111.0,-0.155555555556,0.44,0.0,0.833333333333,0.0,0.0,386.0,0.0250333990444,0.0,-0.155555555556,0.0,-0.155555555556,0.0,0.0,0.34,0.0,5.0,702.0,4.31531531532,0.5,0.887096759886,0.35,0.045045045045,0.648709830036,0.0,8.0,0.05,217.0,295.166666667,0.0,0.0,0.00900900900901,0.0250648575298,0.0,0.722222215535,0.0,0.6,0.166666666667
2200,2555.18664047,947.985480864,0.0200026895464,0.0,370.0,-0.25,0.485198412698,1.0,0.5,1.0,0.0,1100.0,0.628345574303,0.0,-0.5,0.0,-0.1,0.0,1.0,0.034362745098,0.0,2.0,722.0,4.82162162162,0.5,0.688073391339,0.361296296296,0.0243243243243,0.311622213659,0.0,10.0,0.16,217.0,503.8,0.0,0.0,0.0243243243243,0.0200267494658,0.0,0.552777776242,0.0,0.8,0.5
1200,3655.12189055,2233.5160982,0.0337018408224,0.0,338.0,-0.222916666667,0.531522253788,0.0,0.714285714286,1.0,0.0,435.0,0.550101562717,0.0,-0.333333333333,0.0,-0.1,1.0,1.0,0.120572916667,0.0,2.0,101.0,5.07692307692,0.5,0.77114427477,0.393055555556,0.0443786982249,0.178472098491,0.0,6.0,0.0625,-1.0,105.8,0.0,0.0,0.0177514792899,0.204388653073,0.0,0.576923075216,0.0,0.7,0.285714285714
990,6951.38020341,5063.44830602,0.530628626195,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1400.0,0.292943455095,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,92.0,0.0,0.211111111111,0.0,0.0,0.0,0.126388126059,1.0,8.0,0.0,-1.0,233.07375,2944.56915015,0.155555555556,0.0,0.0250151702729,0.288888888889,0.0,0.0,0.0,0.0
936,3334.50221239,2426.63134937,0.028853231432,0.0,659.0,-0.170833333333,0.387783853573,1.0,0.813953488372,0.0,0.0,350.0,0.0285892241554,0.0,-0.4,0.0,-0.05,0.0,14.0,0.123448773449,0.0,5.0,659.0,4.67981790592,0.145238095238,0.534117645802,0.245807050093,0.0531107738998,0.600399654706,0.0,7.0,0.0333333333333,217.0,274.333333333,0.0,0.12380952381,0.0121396054628,0.313579010419,0.354761904762,0.423676011801,0.0,0.5,0.186046511628
1200,3313.68587969,2356.55252794,0.0506567136895,0.0,117.0,-0.4,0.371428571429,0.0,0.75,0.0,0.0,803.0,0.050003231379,0.0,-0.4,1.0,-0.4,0.0,0.0,0.157142857143,0.0,5.0,581.0,4.80341880342,0.25,0.948717936555,0.5,0.025641025641,0.0500000682933,1.0,4.0,0.1,4.0,266.75,955.666666667,0.0,0.00854700854701,0.799202320251,0.25,0.8205128135,0.0,1.0,0.25
1700,4547.89890981,2823.41948543,0.865423786148,1.0,230.0,-0.398214285714,0.450510204082,0.0,0.5,0.0,0.0,349.0,0.0336336611769,0.0,-0.6,0.0,-0.1875,0.0,1.0,0.0546768707483,0.0,10.0,566.0,4.8652173913,0.5,0.828947362967,0.562244897959,0.0304347826087,0.0333336557268,1.0,6.0,0.25,4.0,139.333333333,1517.29347826,0.0,0.0304347826087,0.03413453738,0.0,0.726457395845,0.0,1.0,0.5
2800,4216.46956522,2987.04920278,0.0286501464836,0.0,147.0,-0.5,0.420562770563,0.0,0.8,0.0,0.0,483.0,0.0289648745137,0.0,-0.5,1.0,-0.5,0.0,0.0,0.163311688312,0.0,4.0,679.0,4.54421768707,0.5,0.89411763654,0.410795454545,0.0544217687075,0.885158072296,0.0,7.0,0.1,217.0,358.571428571,2437.54891304,0.25,0.0136054421769,0.0286380433176,1.0,0.737931029394,0.0,0.8,0.2
821,19644.64,4950.6456437,0.485718020376,0.0,267.0,-0.297222222222,0.472222222222,0.0,0.7,0.0,0.0,544.0,0.0333448816479,0.0,-0.6,0.0,-0.125,0.0,1.0,0.177222222222,0.0,6.0,366.0,4.68913857678,0.125,0.739644966038,0.530952380952,0.0262172284644,0.0333377150698,0.0,6.0,0.333333333333,-1.0,213.2,0.0,0.125,0.0112359550562,0.0348894247556,0.375,0.596899222493,0.0,0.8,0.3
10300,7621.07,5324.81848974,0.399690413668,0.0,352.0,-0.272222222222,0.500505050505,1.0,0.666666666667,0.0,0.0,49.0,0.400353142948,0.0,-0.6,0.0,-0.133333333333,0.0,1.0,0.0347546897547,0.0,7.0,106.0,4.71022727273,0.5,0.746192889613,0.222997835498,0.0227272727273,0.149931231162,1.0,8.0,0.0333333333333,-1.0,7.17,2690.23268657,0.5,0.0113636363636,0.0250249334784,1.0,0.555873923909,0.0,0.5,0.333333333333
769,3365.72071116,2485.41084455,0.797576883563,0.0,244.0,-0.322857142857,0.474358974359,1.0,0.5,0.0,0.0,419.0,0.0500033351624,0.0,-0.4,0.0,-0.2,0.0,1.0,0.123076923077,0.0,13.0,589.0,4.81557377049,0.357142857143,0.71111110716,0.72,0.0204918032787,0.0500000267636,0.0,4.0,0.5,4.0,252.75,1357.31944444,0.714285714286,0.0204918032787,0.0522716948525,0.857142857143,0.681034479823,0.0,1.0,0.5
8700,3505.91936961,2602.18712877,0.0250012347067,0.0,841.0,-0.256944444444,0.38816531112,0.0,0.65,0.0,0.0,2100.0,0.0250020397551,1.0,-0.6,0.0,-0.05,1.0,1.0,0.082508636145,0.0,8.0,374.0,4.48513674197,0.166666666667,0.708803610138,0.3852997003,0.0309155766944,0.0250021360712,0.0,8.0,0.1,-1.0,298.125,2113.63486239,0.333333333333,0.0166468489893,0.119912973807,0.666666666667,0.475429974846,0.0,1.0,0.35
2700,4494.57608696,3256.29518832,0.162991723266,0.0,364.0,0.0,0.264705882353,1.0,1.0,0.0,0.0,1200.0,0.0251675196286,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,21.0,400.0,4.83516483516,0.4,0.617391301664,0.331818181818,0.0302197802198,0.0251834123632,2.0,8.0,0.1,-1.0,211.0,2100.0,0.4,0.0,0.761650063567,0.9,0.538226298048,0.0,0.5,0.0
688,3757.60823654,2705.50954619,0.0336478003667,1.0,1580.0,-0.37549382716,0.456058994197,0.0,0.464285714286,0.0,0.0,473.0,0.0333345193692,0.0,-1.0,0.0,-0.1,0.0,1.0,-0.011031592521,0.0,25.0,83.0,4.33164556962,0.5,0.588235293477,0.389864024864,0.0246835443038,0.0333341780429,0.0,6.0,0.05,-1.0,125.833333333,1207.07142857,0.0,0.0284810126582,0.700790974077,0.0,0.405006418225,0.0,1.0,0.535714285714
4300,4064.64912281,2810.28075345,0.0294501460841,0.0,544.0,-0.176448412698,0.412109855165,0.0,0.6875,0.0,0.0,1200.0,0.0300981303888,0.0,-0.4,0.0,-0.0714285714286,1.0,0.0,0.100917241195,0.0,13.0,619.0,4.72242647059,0.5,0.759740257274,0.324035812672,0.0404411764706,0.145196204116,0.0,7.0,0.1,4.0,479.0,1246.5,0.6,0.0183823529412,0.0285800904181,1.0,0.5442804418,0.0,0.5,0.3125
1900,5282.75,1893.29265721,0.0285782866484,0.0,253.0,0.0,0.506933278362,0.0,1.0,1.0,0.0,862.0,0.88569283844,0.0,0.0,0.0,0.0,0.0,1.0,0.177056277056,0.0,5.0,723.0,4.66798418972,0.5,0.701298696745,0.330594405594,0.0513833992095,0.0285716257241,0.0,7.0,0.1,217.0,510.2,0.0,0.0,0.0,0.0285729917814,0.0,0.557312250762,0.0,0.5,0.0
859,3447.58583562,2281.18459663,0.0400000324669,0.0,219.0,-0.2,0.431168831169,0.0,0.833333333333,0.0,0.0,527.0,0.0400004695254,1.0,-0.2,0.0,-0.2,1.0,1.0,0.106493506494,0.0,3.0,80.0,5.37899543379,0.5,0.664285709541,0.189090909091,0.0228310502283,0.0400021330992,1.0,5.0,0.136363636364,-1.0,104.6,1593.58181818,0.0,0.00456621004566,0.0400000685629,0.0,0.538812782928,0.0,0.4,0.166666666667
4500,10062.9172932,5571.18308401,0.801328642044,1.0,298.0,-0.344642857143,0.670652173913,0.0,0.681818181818,0.0,0.0,413.0,0.0260271094237,0.0,-0.6,0.0,-0.1875,0.0,13.0,0.133514492754,0.0,15.0,202.0,4.48993288591,0.1,0.726775952313,0.365555555556,0.0503355704698,0.122433041304,1.0,8.0,0.05,-1.0,124.25,3562.10163094,0.2,0.0234899328859,0.0250836614021,0.4,0.61347517513,0.0,1.0,0.318181818182
1400,3788.38799076,2528.88549528,0.0250182545004,1.0,429.0,-0.295833333333,0.548552754435,0.0,0.75,0.0,0.0,1100.0,0.232408042624,1.0,-1.0,0.0,-0.05,0.0,1.0,0.114390756303,0.0,8.0,580.0,5.07925407925,0.2,0.676691726779,0.334126984127,0.041958041958,0.0250018243547,0.0,8.0,0.1,4.0,300.25,1100.0,0.0,0.013986013986,0.0250032319295,0.3,0.539906102019,0.0,0.6,0.25
1100,7841.66666667,4611.74809394,0.88567170759,0.0,502.0,-0.356060606061,0.613736263736,0.0,0.694444444444,0.0,0.0,650.0,0.0285878645895,0.0,-1.0,1.0,-0.2,0.0,9.0,0.12206959707,0.0,15.0,497.0,4.52988047809,0.3,0.698717946478,0.397161904762,0.0498007968127,0.0285874745119,3.0,7.0,0.1,4.0,149.833333333,0.0,0.0666666666667,0.0219123505976,0.0285812455553,0.2,0.561224488651,0.0,0.8,0.305555555556
948,6980.98418783,4588.84630604,0.899647983386,0.0,334.0,-0.466666666667,0.499391233766,0.0,0.846153846154,0.0,0.0,810.0,0.0250041232122,0.0,-0.5,0.0,-0.433333333333,0.0,11.0,0.214921536797,0.0,4.0,23.0,4.80538922156,0.5,0.697560972207,0.427764659583,0.0329341317365,0.0250006724658,0.0,8.0,0.1,-1.0,128.857142857,0.0,0.0,0.0059880239521,0.0253285038807,0.0,0.585139317074,0.0,1.0,0.153846153846
1800,3289.64415086,2392.92455778,0.0205352988315,0.0,782.0,-0.2425,0.476459686147,0.0,0.830508474576,0.0,0.0,460.0,0.221657325234,0.0,-0.5,1.0,-0.05,0.0,1.0,0.17069534632,0.0,9.0,553.0,4.46547314578,0.0727272727273,0.593478259579,0.342461789911,0.0626598465473,0.717539882383,0.0,10.0,0.05,4.0,189.555555556,0.0,0.168181818182,0.0127877237852,0.0201113836547,0.427272727273,0.435173298543,0.0,1.0,0.169491525424
2800,4446.76598639,3172.66370043,0.322200776187,0.0,1302.0,-0.287731481481,0.501407553799,0.0,0.684210526316,0.0,0.0,2000.0,0.0257677269629,0.0,-0.6,1.0,-0.05,0.0,7.0,0.146480409687,0.0,24.0,105.0,4.8732718894,0.5,0.631043256195,0.398104229104,0.0499231950845,0.473748541676,0.0,8.0,0.0333333333333,-1.0,357.0,0.0,0.0,0.0230414746544,0.0250398735859,0.0,0.449768160394,0.0,1.0,0.315789473684
953,3364.06319397,2564.74287722,0.0286345640099,0.0,95.0,-0.0714285714286,0.455952380952,0.0,0.8,0.0,0.0,667.0,0.411731436349,0.0,-0.0714285714286,1.0,-0.0714285714286,0.0,0.0,0.234821428571,0.0,6.0,595.0,4.93684210526,0.125,0.916666651389,0.4875,0.0421052631579,0.410923775818,0.0,7.0,0.25,4.0,345.714285714,1104.7375,0.125,0.0105263157895,0.0286055094551,0.375,0.810526307258,0.0,0.8,0.2
593,4566.66666667,2367.01858281,0.0200804717855,0.0,114.0,-0.625,0.541666666667,0.0,0.714285714286,1.0,0.0,469.0,0.168926413522,0.0,-0.75,1.0,-0.5,0.0,0.0,0.09375,0.0,5.0,322.0,4.58771929825,0.0125,0.938461524024,0.47,0.0438596491228,0.57515230492,0.0,10.0,0.2,-1.0,204.398888889,0.0,0.3875,0.0175438596491,0.116937412532,0.5125,0.798245607033,0.0,0.8,0.285714285714
1100,4463.80379747,2716.09712049,0.0287102010746,0.0,116.0,-0.359523809524,0.552242202242,0.0,0.75,0.0,0.0,488.0,0.883756659734,0.0,-0.6,0.0,-0.178571428571,0.0,1.0,0.135214785215,0.0,5.0,303.0,4.49137931034,0.5,0.902777765239,0.315151515152,0.0775862068966,0.0287438111195,2.0,7.0,0.05,-1.0,243.0,0.0,0.0,0.0258620689655,0.0294713118266,0.0,0.773913036749,0.0,0.5,0.25
918,3366.66666667,2995.53482205,0.0500001500553,1.0,148.0,-0.275,0.467261904762,0.0,0.75,0.0,0.0,1100.0,0.0500001720064,1.0,-0.5,0.0,-0.05,0.0,0.0,0.0857142857143,0.0,1.0,594.0,4.83783783784,0.5,0.82142856165,0.263095238095,0.0405405405405,0.0500035143713,1.0,4.0,0.1,4.0,332.0,2155.17420066,0.5,0.0135135135135,0.0500000574156,1.0,0.673469383174,0.0,0.5,0.25
1600,5831.81777239,4415.21271323,0.839426951856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,718.0,0.0400116195209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.4,0.0,0.0,0.0,0.0400013270918,0.0,5.0,0.0,-1.0,142.8,1659.0,0.0,0.0,0.0400981564114,0.1,0.0,1.0,0.0,0.0
1600,3314.5679558,2100.36489288,0.0200001022361,0.0,960.0,-0.134375,0.418597156811,0.0,0.829787234043,0.0,0.0,430.0,0.0204060965486,1.0,-0.25,0.0,-0.05,0.0,1.0,0.144863945578,0.0,18.0,541.0,4.996875,0.15,0.593043477229,0.290781440781,0.040625,0.136629598053,1.0,10.0,0.05,4.0,103.6,1422.78571429,0.15,0.00833333333333,0.0202460284978,0.65,0.42557651947,0.0,0.5,0.170212765957
1600,2536.61793519,2051.35537394,0.371424277495,0.0,292.0,-0.283333333333,0.4825,1.0,0.571428571429,0.0,0.0,577.0,0.0293080673948,0.0,-0.625,0.0,-0.1,0.0,1.0,0.0577734375,0.0,26.0,708.0,5.03082191781,0.285714285714,0.655339802644,0.3375,0.013698630137,0.0285734156373,0.0,7.0,0.1,217.0,352.285714286,991.666666667,0.0714285714286,0.0102739726027,0.0286715413077,0.214285714286,0.653992392951,0.0,0.5,0.428571428571
7200,7266.79069767,4220.38738078,0.918943612959,0.0,1712.0,-0.350725900116,0.505149166079,0.0,0.698529411765,0.0,0.0,716.0,0.0205820912205,0.0,-0.9,0.0,-0.05,0.0,1.0,0.132783084164,0.0,35.0,485.0,4.55724299065,0.5,0.658663882402,0.423001253133,0.0554906542056,0.0201921089089,0.0,10.0,0.0333333333333,4.0,162.0,0.0,0.0,0.0239485981308,0.0202106144574,0.0,0.428571428317,0.0,1.0,0.301470588235
35200,11012.5,5440.37669123,0.838327534432,0.0,1057.0,-0.394010416667,0.544555729081,0.0,0.698113207547,0.0,0.0,1700.0,0.0400014312343,0.0,-1.0,0.0,-0.0666666666667,1.0,1.0,0.124742151967,0.0,62.0,276.0,4.50141911069,0.5,0.573770490863,0.432353457353,0.035004730369,0.0400007150196,0.0,5.0,0.1,-1.0,369.0,3260.63011583,0.0,0.0151371807001,0.0416695276343,0.0,0.423660262463,0.0,1.0,0.301886792453
2500,25450.0,6616.25794568,0.668328208302,0.0,655.0,-0.143333333333,0.439052795031,0.0,0.848484848485,0.0,1.0,1500.0,0.0343772990715,0.0,-0.25,0.0,-0.05,0.0,8.0,0.210184923772,0.0,12.0,271.0,4.56335877863,0.0,0.637614677437,0.381315708101,0.0427480916031,0.0333354839868,1.0,6.0,0.1,-1.0,326.6,0.0,0.5,0.00763358778626,0.0344643950986,0.5,0.536624202967,1.0,1.0,0.151515151515
